Distance(Km),Visakhapatnam,Guntur,Kadapa,Kurnool,Guwhati,Goalpara,Goalpara,Tezpur,Silchar,Aurangabad,Bhagalpur,ChamparanEast,Darbangha,Mazaffanagar,Patna,Purnia,Saran,Raipur,Bastar,Sarguja,Kurukshetra,Gurgaon,Hisar,Rohtak,Shimla,Mandi,Dharamshala,Deoghar,Ranchi,Banglore,Chitradurga,Gulbarga,Manglore,Mysore,Belgaum,Bagalkote,Thiruvanantapuram,Eranakulam,Calicut(Khozikode),Bhopal,Gwalior,Indore,Jabalpur,Sagar,Ujjain,Ratlam,Rewa,Thane,Nashik,Pune,Kolhapur,Aurangabad,Latur,Akola,Nagpur,Bhubaneswar,Balasore,Bolangir,Ganjam,Kandhamal,Koraput,Sundargarh,Samablpur,Amritsar,Ferozepur,Hoshiarpur,Jaipur,Ajmer,Kota,Bharatpur,Bikaner,Jodhpur,Udaipur,Chennai,Vellore,Cuddalore,Trichy,Madurai,Sivaganga,Tirunelveli,Coimbatore,Salem,Nizamabad,Warangal,Hyderabad,Agartala,Lucknow,Devipatan,Faizabad,Agra,Aligarh,Bundelkhand,Allahabad,Azamgarh,Vindhyachal,Varanasi,Kanpur,Chitrakoot,Bareilly,Moradabad,Meerut,Saharanpur,Basti,Gorakhpur,Almora,Srinagar,USNagar,Dehradun
Ujjain,1196.484159,908.4632318,1897.608031,851.2178428,1647.999334,1535.577297,1535.577297,1757.708403,1737.505414,890.6890797,1157.880071,1327.0448,1073.822811,516.8483543,981.9588486,1217.899958,714.5770259,640.6391551,784.4967692,714.5770259,762.5888244,908.4632318,664.0219366,640.3192956,891.5316659,318.2902015,1089.705381,1119.634611,976.8061225,705.0366871,948.1959013,659.4584463,1151.426098,1214.303295,824.6798952,890.6890797,514.391173,1468.915874,1327.0448,166.4038379,416.4481597,52.35327605,425.1690912,310.6452062,0,76.97718883,938.1029124,1757.708403,902.4623235,556.4104838,739.1245199,890.6890797,538.4191198,302.452529,409.3555232,1087.783632,590.1090335,666.0061471,1049.290034,516.4400423,1592.561294,855.7727049,1306.778229,942.6667962,601.4046924,664.0219366,414.8587684,381.2671399,222.4918808,480.5188996,591.5471768,442.7386203,262.8864913,1217.898723,1196.484159,1339.855761,1412.494789,1495.889409,710.273186,1620.374165,1359.861186,1306.778229,556.41897,1005.080545,702.658675,1581.653296,658.8874526,758.9168851,755.8285631,498.5753384,571.0905997,616.8213397,664.1402369,890.6890797,1196.484159,770.2961151,585.9062692,948.1959013,680.3700823,696.6931437,672.8223554,774.7049427,811.4409079,862.1310787,664.1402369,1216.066943,1618.602482,825.1112144
Rewa,1200.549448,804.866816,1070.496423,1010.062255,825.9438868,730.0907593,730.0907593,940.7896838,858.8685224,285.3954698,398.4231164,1556.163402,449.1626979,932.8591995,377.7631504,475.608041,1232.318295,351.4570916,460.2841579,1232.318295,1172.875587,804.866816,1196.0628,1112.424163,1248.068104,1086.850017,238.4643513,313.1801973,133.9909615,936.0078053,855.128212,1000.086517,1486.122811,1407.160321,1297.410398,285.3954698,777.211587,1639.026954,1556.163402,773.5822722,811.297246,926.8098845,516.4191323,652.0139836,938.1029124,1014.431929,0,940.7896838,1006.431194,1219.59869,1272.370355,285.3954698,962.2320789,831.1215812,608.6951789,239.2502661,580.7791203,279.4216508,316.1656737,1263.492262,1727.343758,85.94438689,1374.496357,1438.120557,1023.779005,1196.0628,1055.05988,1137.04707,975.6515074,928.1922501,1328.184821,1282.857256,1169.512304,1127.614654,1200.549448,1284.791447,1430.373733,1545.87331,1275.19179,1685.782901,1503.860783,1374.496357,807.6645145,146.7342301,859.4817415,680.4136514,649.6443235,620.7021643,575.6142239,885.5414822,928.7828178,983.4261179,471.7500893,285.3954698,1200.549448,392.4382638,656.7854938,855.128212,873.0821031,955.58609,1038.373678,1128.665603,552.74034,523.5030884,471.7500893,1644.610922,1655.598976,1128.467003
Pune,841.8727206,742.9324989,2277.121213,535.5595476,2026.898568,1921.137801,1921.137801,2141.563403,2077.545794,1289.349081,1545.725817,834.0357419,1500.546244,1073.257079,1401.702889,1617.358716,199.3335817,868.1424614,855.427095,199.3335817,1310.159565,742.9324989,1198.350387,1187.408672,1439.272799,239.0896162,1431.29264,1484.458051,1307.997091,1260.051738,752.6511254,342.1266843,636.9332311,753.4614593,302.9321215,1289.349081,1058.643444,984.6644293,834.0357419,643.5008426,966.1267987,512.0927002,817.4691619,779.2499448,556.4104838,549.6988566,1219.59869,2141.563403,597.1794446,0,206.1296025,1289.349081,288.6871305,410.3172238,621.1448089,1271.766925,1087.7666,952.4065977,1181.923721,110.6605099,1110.944575,1135.09576,892.1366646,1461.282104,1155.687641,1198.350387,954.8990391,886.4577485,769.4286545,1036.908111,1058.236542,866.6725811,674.7318197,912.4670778,841.8727206,984.1995443,1004.833147,1060.635176,1231.354085,1164.395825,899.4436055,892.1366646,448.2758534,1221.19851,503.1858989,1899.90164,1175.694335,1265.570084,1251.494086,1054.057097,1127.347525,1173.0274,1127.827472,1289.349081,841.8727206,1209.444186,1105.088577,752.6511254,1231.888485,1252.555238,1227.971733,1327.369813,1298.407823,1337.884946,1127.827472,1734.162677,1175.075902,1379.586699
Imphal,2041.088115,1691.331236,218.3076524,1933.528995,266.5838301,365.6562781,365.6562781,233.0803915,115.7106432,965.9758905,704.0995471,2436.453835,821.8790803,1650.202375,893.9932348,659.2968716,2195.865185,1320.457618,1388.648735,2195.865185,1777.75651,1691.331236,1866.862793,1778.738529,1787.829004,2046.075661,768.2283164,733.451265,888.4306004,1543.130858,1732.020299,1957.385875,2404.352179,2290.089024,2253.735387,965.9758905,1509.526174,2489.038497,2436.453835,1687.687863,1589.433392,1853.751568,1433.967856,1543.749532,1853.032919,1924.735982,969.0706282,233.0803915,1916.064082,2188.544346,2236.017501,965.9758905,1928.872053,1794.906782,1573.412917,973.3575074,1326.556076,1239.80825,1096.096737,2229.579935,2553.27792,1053.464978,2214.000149,2012.500323,1699.649231,1866.862793,1830.11152,1942.233387,1823.74789,1664.374618,2082.530238,2104.739996,2044.438575,1939.904695,2041.088115,2082.538278,2239.239926,2353.70063,1940.943183,2483.575493,2357.930056,2214.000149,1771.22543,990.1199744,1804.384411,290.8324544,1322.07762,1227.916994,1200.791816,1613.77586,1616.55021,1647.069652,1219.878463,965.9758905,2041.088115,1102.921741,1376.179812,1732.020299,1495.681775,1568.998262,1674.094657,1715.702245,1140.83668,1078.912556,1219.878463,2115.66687,2442.808081,1681.950514
Shillong,1941.106024,1571.57792,265.1249892,1801.212887,68.27755189,143.1493915,143.1493915,148.3492577,122.9352525,762.4839729,495.9860202,2325.223144,604.2376392,1430.379335,681.4484863,443.816711,2037.999131,1152.66581,1249.342036,2037.999131,1554.845432,1571.57792,1644.524322,1556.531285,1565.51118,1861.314147,585.0875602,537.8721533,708.3186412,1320.546598,1616.115269,1805.5359,2276.584168,2176.983339,2102.905062,762.4839729,1291.769223,2389.506252,2325.223144,1489.201017,1373.972983,1656.894623,1239.974934,1342.614186,1653.103335,1723.158989,805.9107596,148.3492577,1789.698286,2016.308258,2078.011955,762.4839729,1766.977694,1615.237719,1396.272827,855.9157117,1112.556777,1063.905218,983.366241,2050.483148,2462.603788,886.5532423,2116.063009,1790.060893,1477.964064,1644.524322,1612.379052,1726.077795,1612.833638,1445.417148,1862.355368,1889.156007,1835.524344,1847.651461,1941.106024,1996.616216,2151.593845,2267.46931,1718.370991,2401.683894,2256.061796,2116.063009,1613.530033,853.0675804,1660.53791,203.0595422,1103.430679,1007.755262,981.9178125,1394.782616,1395.687798,1425.264757,1008.790824,762.4839729,1941.106024,893.0163872,1159.394256,1616.115269,1273.561515,1346.431223,1451.589006,1492.791577,921.4863388,859.5755384,1008.790824,1897.071259,2363.927332,1459.198897
Aizawal,1320.815042,1112.325397,2216.521309,982.9868118,1968.12859,1855.177755,1855.177755,2076.463699,2062.043881,1213.224048,1479.584806,1352.675325,1388.701326,713.5179492,1299.671749,1537.2115,716.5205756,952.6608808,1064.700867,716.5205756,882.088563,1112.325397,749.8087371,765.2893237,1005.938627,337.9144883,1415.910844,1444.265168,1303.422659,910.341768,1141.502709,772.5599301,1154.610812,1268.031082,821.5455211,1213.224048,769.5729409,1503.200027,1352.675325,493.0239111,667.5098543,336.8917167,751.7123134,633.9262716,326.6273974,253.0178694,1262.827636,2076.463699,1042.458954,518.6419565,724.5608266,1213.224048,661.293432,522.9282692,701.5959914,1402.273434,889.3532759,987.9879754,1353.428734,424.3743302,1629.491484,1179.6355,1395.675685,982.158139,763.1754373,749.8087371,539.3278323,433.6463627,407.9482675,678.7651573,559.8402506,363.0330204,206.0167189,1369.543375,1320.815042,1466.495451,1507.461974,1571.831939,763.5492474,1680.434189,1414.991713,1395.675685,749.765469,1323.356509,876.4563048,1907.831061,941.077447,1045.293387,1049.810146,715.110847,771.1700807,797.5133435,976.0138614,1213.224048,1320.815042,1086.853905,869.6181674,1141.502709,904.6941535,894.5798442,836.4447783,915.8320477,1108.727408,1163.727241,976.0138614,1248.632536,1688.855052,975.0745305
Kohima,2114.265061,1757.362451,120.7518824,1995.071625,241.3447245,352.8240867,352.8240867,168.7686358,162.2264368,984.661106,718.2577434,2506.317564,823.6238041,1645.948199,903.0243096,664.9084017,2246.081137,1364.438925,1446.445304,2246.081137,1758.630708,1757.362451,1853.698441,1766.38962,1761.68338,2080.280656,801.7309104,758.4008302,924.2458141,1528.840733,1799.494642,2010.372188,2468.140682,2359.18584,2307.459224,984.661106,1509.854795,2562.76633,2506.317564,1711.103749,1593.667181,1878.612037,1461.019938,1564.758802,1875.192054,1945.374047,1014.593119,168.7686358,1979.930677,2230.862777,2286.19064,984.661106,1976.787665,1832.37973,1612.295435,1038.210241,1333.192825,1279.003321,1163.12835,2267.669132,2629.721515,1097.311196,2287.989808,1986.719537,1689.714199,1853.698441,1830.215957,1945.108813,1834.271509,1662.110452,2076.998397,2108.48797,2057.352797,2015.310755,2114.265061,2159.927866,2316.298275,2431.258993,1926.18695,2562.433432,2430.818157,2287.989808,1821.148349,1047.612705,1860.892225,351.4764674,1320.873167,1223.425015,1199.307987,1611.483553,1609.516563,1636.725254,1230.443959,984.661106,2114.265061,1114.96501,1378.407186,1799.494642,1484.176678,1554.790036,1660.149132,1695.745052,1138.440447,1076.67904,1230.443959,2078.111954,2522.440921,1659.110186
Bhubaneswar,1085.973936,719.1532026,1116.578161,960.850384,892.9970598,817.6605809,817.6605809,1002.157856,876.0559354,520.1708138,565.038344,1470.1228,654.0530479,1154.74539,598.8304129,634.6121984,1246.251798,449.6395991,426.3986724,1246.251798,1404.303473,719.1532026,1419.33421,1337.900172,1483.560218,1179.691077,397.4640393,476.7263506,345.769179,1170.808201,761.7778427,1001.441161,1431.042197,1322.297014,1293.220733,520.1708138,1001.304406,1533.991302,1470.1228,931.4402517,1024.852659,1066.993171,689.3183915,831.6974382,1087.783632,1164.668121,239.2502661,1002.157856,942.7284927,1271.766925,1286.11689,520.1708138,992.4161029,921.4989256,708.2525451,0,810.1922204,431.1073491,127.9630835,1333.449559,1609.684987,277.3052521,1261.191039,1669.105935,1249.769571,1419.33421,1261.329652,1332.485452,1160.81562,1146.810069,1533.046566,1469.023501,1336.162746,996.0668078,1085.973936,1148.328395,1301.268654,1417.518523,1497.803273,1554.05739,1400.303929,1261.191039,829.9388071,98.11890876,840.0911802,686.8720899,885.0419659,859.7296209,814.6371084,1106.89223,1155.324569,1211.860907,705.5518681,520.1708138,1085.973936,631.4236707,886.9990146,761.7778427,1107.760804,1189.590706,1268.896171,1362.230337,791.7866168,760.8791487,705.5518681,1880.986603,1518.81083,1364.32624
Puducherry,131.6807644,490.1565503,2229.856384,474.4118391,2017.26974,1944.691934,1944.691934,2123.667683,1979.065732,1503.428523,1659.439458,447.6271428,1703.942236,1745.81533,1618.762997,1735.495862,787.6740477,1051.7184,829.4026349,787.6740477,2028.486479,490.1565503,1961.454018,1915.631476,2149.158715,1115.010663,1493.010885,1571.87724,1396.452198,1877.722163,436.2181462,681.4328227,551.4398621,349.240414,721.5215544,1503.428523,1650.596807,442.2656692,447.6271428,1284.730712,1599.077053,1270.782903,1249.959214,1328.785869,1322.251147,1364.684262,1262.860959,2123.667683,420.0640784,972.7907238,802.4237598,1503.428523,798.784158,1021.430681,1027.365092,1127.037742,1555.611557,1154.910716,999.4775464,1083.445958,491.0645079,1217.50941,184.5898925,2247.386423,1850.754401,1961.454018,1718.316419,1703.274723,1531.725668,1716.631244,1912.515286,1746.712886,1547.644627,135.7917057,131.6807644,22.03044612,176.6497528,291.7814733,2019.12531,427.0255416,328.6897572,184.5898925,771.9764509,1155.819071,623.7786609,1792.257551,1661.347773,1703.898667,1667.701188,1706.845973,1782.687651,1842.811428,1517.156623,1503.428523,131.6807644,1525.160118,1614.971382,436.2181462,1825.5565,1882.929833,1908.182135,2019.118771,1682.750301,1687.187932,1517.156623,2515.260681,393.3342811,2053.301821
Chandigarh,1997.253442,1647.930222,1752.363258,1662.475101,1547.66095,1443.816628,1443.816628,1625.434455,1704.315685,999.4950471,1170.762831,2169.490064,1024.989865,369.57573,993.4968248,1182.135906,1559.631214,1161.960008,1393.501608,1559.631214,85.69950349,1647.930222,203.7109494,205.698386,54.56094985,1153.071016,1225.837628,1197.362637,1178.976234,305.570872,1697.322528,1490.07593,1997.16215,2050.892628,1670.046964,999.4950471,492.6937315,2308.370428,2169.490064,834.13529,519.0438765,896.3830068,896.6975761,790.7386708,845.9073476,841.4698536,1240.745399,1625.434455,1705.400008,1391.016461,1582.632335,999.4950471,1371.943864,1115.115198,1090.829878,1474.356982,665.8080457,1100.529859,1510.455647,1329.607596,2430.279211,1198.779181,2126.852153,206.9476254,263.4724184,203.7109494,436.1208463,520.5277332,624.542944,397.4646322,452.3402971,619.1069526,749.4047759,1994.59389,1997.253442,2133.700425,2226.673829,2319.05994,215.5693297,2449.288318,2194.030316,2126.852153,1347.84487,1376.448605,1494.255344,1622.53957,591.6025793,641.0659974,683.1649739,411.8935269,341.0487389,279.2033086,769.23137,999.4950471,1997.253442,857.2411762,588.8545018,1697.322528,368.0594276,285.1771625,214.417004,112.1319545,727.3087613,781.4178031,769.23137,416.3307401,2442.748529,127.7818588
Jaipur,1596.168584,1274.696627,1825.622162,1254.221089,1590.148782,1477.498644,1477.498644,1687.88221,1716.262215,892.086514,1131.884704,1741.902061,1008.430831,197.5564159,939.5743243,1170.852557,1125.252992,866.353757,1072.677732,1125.252992,356.1576776,1274.696627,249.2250001,233.9461998,484.9151074,717.1170525,1124.688421,1125.247088,1039.574755,382.6622295,1320.170401,1070.425354,1565.158823,1628.15803,1235.868977,892.086514,320.6373708,1883.486035,1741.902061,438.1075944,249.1093455,466.5839605,589.3534755,452.4022731,414.8587684,405.4547306,1055.05988,1687.88221,1301.751805,954.8990391,1147.415327,892.086514,950.2022276,700.7031935,723.5131698,1261.329652,511.0709171,838.7356989,1263.032836,894.8467677,2006.841763,989.8148177,1715.067065,531.0388665,224.2881437,249.2250001,0,125.1644022,192.5241276,172.12289,273.1293143,285.7594572,333.8574115,1606.300532,1596.168584,1736.936193,1818.626601,1905.656053,300.8384774,2032.256388,1773.15193,1715.067065,946.3403145,1165.741008,1094.5396,1592.396815,509.3620534,608.8300238,630.9143682,221.5630903,250.0994148,262.7211253,625.8436239,892.086514,1596.168584,742.0462606,454.3715784,1320.170401,391.8645723,363.5056518,297.1812225,380.6240015,691.8974617,753.5680709,625.8436239,803.0535027,2028.866849,438.0643417
Udaipur,1418.560643,1159.073079,2067.747703,1073.232882,1822.813469,1709.295113,1709.295113,1927.909196,1928.823596,1079.476562,1340.897945,1498.699052,1237.867176,513.6947665,1154.392777,1392.733709,863.5638235,894.3491211,1047.193358,863.5638235,677.0034923,1159.073079,547.1087307,559.4674782,801.857882,453.8048674,1295.933431,1315.029062,1191.093506,709.1633478,1195.716915,869.1111609,1308.158655,1400.997742,973.0155145,1079.476562,585.9543821,1646.523606,1498.699052,405.0659362,486.1868354,302.6869727,653.8836258,518.4268493,262.8864913,195.2097393,1169.512304,1927.909196,1128.80748,674.7318197,878.4526867,1079.476562,749.4916054,548.0098765,671.9097875,1336.162746,728.9919465,907.662888,1305.288198,596.0671024,1772.367113,1090.766163,1512.714672,791.679587,558.0424878,547.1087307,333.8574115,228.9312228,226.8691071,480.1081275,384.1265015,199.9849793,0,1451.844285,1418.560643,1563.903975,1622.124382,1696.389137,566.7154154,1813.13078,1548.440916,1512.714672,799.2490493,1249.545984,940.4772762,1784.520761,766.7856163,871.657487,881.531334,519.8609312,570.8966993,593.8893003,827.0011966,1079.476562,1418.560643,942.5446325,698.0521939,1195.716915,707.6308933,692.3364718,631.0315693,709.8815606,942.123209,1000.090126,827.0011966,1062.529335,1816.767298,769.0609332
Gangtok,1882.064555,1486.096433,557.2593827,1680.439534,337.9377209,237.9828066,237.9828066,422.0421106,501.8791098,510.9891559,283.3652101,2234.425534,299.9002124,1079.691837,397.858801,206.1303261,1854.273771,979.005587,1138.79724,1854.273771,1181.531511,1486.096433,1278.205705,1191.490041,1186.831921,1615.862221,448.1428921,369.4960494,551.1872585,953.1938589,1536.696689,1641.436158,2153.223713,2085.689451,1933.676482,510.9891559,952.3572011,2320.348967,2234.425534,1213.798925,1043.087601,1382.450723,986.734921,1063.083839,1369.708475,1433.586852,681.6990602,422.0421106,1681.95432,1799.214364,1893.115731,510.9891559,1580.609414,1389.048076,1184.454696,833.5758415,793.4205622,874.699486,954.4335623,1815.92616,2408.988063,740.4930108,2056.165628,1411.702315,1116.796016,1278.205705,1269.490649,1388.468075,1295.25241,1098.701877,1507.397668,1552.421788,1521.791269,1806.556902,1882.064555,1962.960115,2110.516455,2226.314954,1349.902957,2365.794729,2185.185088,2056.165628,1442.045204,787.5211648,1519.29716,471.2584136,763.0375878,660.9742463,643.2476443,1048.407403,1039.870871,1063.601086,705.8367571,510.9891559,1882.064555,601.6400957,826.7858347,1536.696689,910.5397763,979.1445667,1084.486294,1118.660997,581.8844294,522.281719,705.8367571,1516.909261,2334.418363,1082.575159
Chennai,122.036392,358.2079828,2103.415288,387.1076417,1887.870922,1813.539502,1813.539502,1995.193456,1854.101298,1367.69358,1524.563317,526.8242031,1568.201933,1625.498781,1482.972847,1600.778104,740.2244442,917.9376452,693.9783376,740.2244442,1909.262907,358.2079828,1846.883535,1798.187761,2028.403607,1031.703087,1358.488239,1437.173372,1261.104509,1752.42898,304.8012027,597.7613041,586.2675709,401.3709877,690.8131374,1367.69358,1525.857333,551.4157841,526.8242031,1170.005814,1477.643915,1167.236752,1122.429929,1206.338558,1217.898723,1264.704203,1127.614654,1995.193456,327.0876707,912.4670778,760.9665581,1367.69358,709.1604486,915.5478413,904.7866204,996.0668078,1425.506864,1020.421468,868.2256441,1022.424249,615.0828593,1081.767358,277.3388714,2133.123145,1731.123973,1846.883535,1606.300532,1597.4215,1422.354669,1597.19065,1809.425671,1649.392133,1451.844285,0,122.036392,157.8209318,305.4036186,421.6935602,1906.651663,559.7342526,425.2411857,277.3388714,662.5006905,1022.197885,515.2718723,1666.490728,1531.066658,1571.547735,1534.864532,1585.5017,1660.72587,1721.319613,1384.495272,1367.69358,122.036392,1390.578023,1486.179077,304.8012027,1699.258651,1758.389542,1786.888304,1897.826691,1548.950006,1552.592316,1384.495272,2399.040283,528.0253324,1930.430563
Hyderabad,503.2922095,244.7115376,1925.658992,178.6378495,1684.323149,1589.564247,1589.564247,1798.780333,1700.678384,1023.455946,1240.998743,740.6542,1240.452621,1128.097184,1144.133005,1318.224246,417.2154233,542.4748583,416.0261412,417.2154233,1408.571538,244.7115376,1338.037626,1293.985746,1531.178951,545.1226925,1095.100247,1163.620949,976.5841027,1271.286985,266.2769584,171.8864941,634.7125242,598.8845363,453.3669331,1023.455946,1043.934653,855.4067264,740.6542,661.9485928,984.0295048,652.1411607,662.0756824,718.326287,702.658675,750.8864192,859.4817415,1798.780333,211.9684996,503.1858989,455.6090568,1023.455946,228.0137415,400.2765611,423.5042382,840.0911802,976.5186264,649.9480077,730.679705,598.4920649,966.9248332,786.2092231,638.2735555,1623.808201,1231.710182,1338.037626,1094.5396,1082.270172,908.4648853,1097.648743,1294.203478,1136.439709,940.4772762,515.2718723,503.2922095,642.4901448,733.6631247,831.0661507,1395.346703,966.4414633,727.2022699,638.2735555,148.2092033,814.295183,0,1514.013729,1081.541157,1140.92464,1110.838576,1091.122899,1167.912353,1226.872358,962.2817532,1023.455946,503.2922095,999.8425235,1026.41243,266.2769584,1223.00725,1274.13489,1291.670199,1402.308648,1138.268903,1156.659133,962.2817532,1892.365659,954.5210247,1439.532744
Tripura,1775.041229,1422.920314,436.7586428,1665.371601,290.5953143,307.9501857,307.9501857,359.5686415,180.7781173,752.4092733,511.6545891,2168.901806,650.6853151,1470.712789,702.7469529,490.7187781,1932.551623,1064.194966,1121.871768,1932.551623,1630.720135,1422.920314,1704.725969,1615.708931,1658.167384,1798.242538,533.4947795,516.1454311,646.8601956,1387.856686,1463.782675,1692.537241,2135.915669,2022.281191,1988.283302,752.4092733,1322.136887,2223.377843,2168.901806,1456.278499,1393.041306,1619.229102,1198.809549,1317.2243,1622.612966,1696.319864,713.4102462,359.5686415,1647.637737,1931.652089,1972.699801,752.4092733,1667.512415,1543.959827,1321.633926,704.9608242,1128.987141,989.4185988,827.7075323,1976.896763,2289.693799,798.9744552,1948.487563,1879.280987,1532.08065,1704.725969,1639.582754,1745.227077,1613.158845,1480.468955,1901.61566,1904.913009,1828.182629,1675.40998,1775.041229,1819.8408,1976.217927,2091.172437,1781.718736,2222.447898,2091.74766,1948.487563,1508.574349,724.1252163,1537.846465,50.47295545,1141.022068,1056.1717,1022.958503,1430.54011,1443.564554,1481.106941,1016.35744,752.4092733,1775.041229,898.909609,1186.841935,1463.782675,1334.656551,1413.119519,1516.073313,1571.505518,966.586057,906.1066572,1016.35744,2012.654133,2182.611641,1545.381106
Lucknow,1560.474164,1172.93538,1317.501052,1260.130178,1080.806541,968.1382604,968.1382604,1179.248202,1208.836224,416.1895481,629.6976153,1815.306558,500.2584171,329.9516982,438.362052,663.4694676,1288.593137,627.5119245,866.2134477,1288.593137,526.8502062,1172.93538,571.6773587,483.3905416,598.6072205,954.378504,649.4181327,634.8436791,590.1815973,286.4039681,1226.276708,1137.224487,1678.089416,1678.19861,1388.897194,416.1895481,189.6056394,1936.31704,1815.306558,533.4350297,281.809659,686.4788618,419.4675178,399.4090655,658.8874526,709.2183757,649.6443235,1179.248202,1288.279604,1175.694335,1322.034978,416.1895481,1038.500136,789.834943,659.9248166,885.0419659,105.8865701,543.6854796,929.830204,1160.488135,2048.413979,612.0429585,1713.395433,791.699631,396.2431922,571.6773587,509.3620534,625.9965545,540.3664689,342.3269786,762.0886597,789.9120119,766.7856163,1531.066658,1560.474164,1682.630164,1799.621661,1904.531035,650.6653778,2042.861895,1808.741128,1713.395433,952.9371108,787.5783104,1081.541157,1092.611747,0,104.8778025,121.5708914,291.7650569,304.2296577,348.5139629,180.2184319,416.1895481,1560.474164,268.1211254,72.98787134,1226.276708,223.5834998,306.5358574,395.6496278,479.711072,182.5890898,244.2061445,180.2184319,996.0045881,2026.435606,479.2845226
Faizabad,1573.532585,1177.547112,1196.61741,1288.94556,959.2977332,846.5858069,846.5858069,1058.14639,1087.74407,316.6870181,511.3039375,1850.449744,379.1696596,450.0398771,321.7145571,542.606065,1350.986511,618.1797565,852.6360869,1350.986511,625.911543,1177.547112,683.9683102,595.036888,682.9991481,1038.515241,543.808281,522.1473191,498.4275386,379.9072895,1231.520545,1182.963734,1723.696987,1709.722917,1447.343036,316.6870181,310.8356983,1965.453365,1850.449744,617.508575,399.8671384,778.5255851,457.9294811,473.0411313,755.8285631,811.477305,575.6142239,1058.14639,1311.87055,1251.494086,1386.064257,316.6870181,1091.800287,853.6205922,698.5155071,814.6371084,166.5682142,521.8275756,873.3262233,1244.679475,2073.855182,551.6482102,1732.398553,887.7308486,509.8378349,683.9683102,630.9143682,747.0583222,654.6645649,463.6097539,882.5232798,910.8992674,881.531334,1534.864532,1573.532585,1689.343383,1813.400483,1921.382702,762.1133417,2061.099144,1835.292988,1732.398553,991.4193901,719.3531415,1110.838576,974.1821214,121.5708914,45.09251715,0,412.9966306,420.6120738,459.8235177,150.7477873,316.6870181,1573.532585,183.2137066,183.8718651,1231.520545,320.5015774,403.1634548,500.5665004,573.3180206,61.43057722,122.6753814,150.7477873,1074.677434,2041.737536,563.149103
Agra,1592.47051,1236.82943,1604.932,1263.067516,1370.940209,1258.659879,1258.659879,1467.540004,1500.598704,691.8950419,920.0918976,1787.610998,792.0115354,48.00884679,728.0325838,955.2268827,1201.876039,757.4165528,984.897466,1201.876039,328.2412754,1236.82943,312.6855303,235.1273107,443.0157105,816.7608608,926.6138013,919.9605259,851.9570984,206.557287,1286.649912,1102.034188,1626.231904,1662.375992,1309.951841,691.8950419,110.9987246,1921.579241,1787.610998,441.5080565,107.857994,542.0414049,486.7510801,379.6121405,498.5753384,522.2606664,885.5414822,1467.540004,1303.024273,1054.057097,1229.594216,691.8950419,987.9693506,727.5571647,680.7832981,1106.89223,312.4268771,706.0108804,1126.632618,1013.503755,2041.084307,829.9763679,1727.677843,578.6923918,152.0460272,312.6855303,221.5630903,343.8039384,310.4449045,50.63804697,471.1254457,506.7508562,519.8609312,1585.5017,1592.47051,1726.836545,1824.782178,1920.441437,390.9137088,2053.233387,1802.661004,1727.677843,946.8425502,1009.147376,1091.122899,1382.542847,291.7650569,388.4661044,412.9966306,0,77.43919537,135.9755859,428.9176269,691.8950419,1592.47051,540.3648855,245.1542297,1286.649912,189.9350464,198.6420415,201.3980335,312.3489026,473.3059056,535.2079793,428.9176269,825.6409281,2044.14446,348.7751425
Varanasi,1438.442665,1037.053437,1129.721793,1174.747542,882.0775735,768.8290471,768.8290471,989.6551179,987.5193831,151.5348597,398.8302137,1739.424975,303.6622512,584.0507315,212.9252336,451.1084713,1284.153879,475.2966008,699.0194054,1284.153879,794.6152142,1037.053437,836.6108892,749.1639126,860.70726,1016.700518,386.3180137,383.3898875,322.2301648,551.7376982,1091.095087,1093.125679,1627.559897,1595.037407,1372.948066,151.5348597,429.665987,1846.33203,1739.424975,612.3796213,494.3624255,781.211296,391.975984,461.8141008,770.2961151,836.6361212,392.4382638,989.6551179,1190.990828,1209.444186,1321.45586,151.5348597,1014.935363,800.1469238,612.6295733,631.4236707,231.0468402,370.2665713,692.1789746,1218.913444,1949.852403,370.7409066,1602.791617,1059.067281,661.052439,836.6108892,742.0462606,846.3244258,720.8312307,588.7459665,1008.28447,1006.463908,942.5446325,1390.578023,1438.442665,1547.043886,1677.691636,1788.436653,915.9683747,1929.053457,1713.773564,1602.791617,895.1232737,536.2437692,999.8425235,852.5409651,268.1211254,228.3061532,183.2137066,540.3648855,567.0573738,615.1520835,117.648563,151.5348597,1438.442665,0,295.6309923,1091.095087,489.7519099,573.1457721,663.7494175,745.8909542,168.1390359,162.0279126,117.648563,1255.051906,1906.624097,740.7379986
